1F61B	😛	吐舌	face with tongue	笑脸与情感	1.0	吐舌 face with tongue 笑脸与情感 Smileys & Emotion face-tongue 1F61B U+1F61B 吐舌头的脸 太好了 脸 舌头 调皮 awesome cool nice party stuck-out sweet	apple
1F61C	😜	眨眼吐舌	winking face with tongue	笑脸与情感	0.6	眨眼吐舌 winking face with tongue 笑脸与情感 Smileys & Emotion face-tongue 1F61C U+1F61C 古灵精怪 吐舌 开玩笑 挤眉弄眼 搞怪 眨眼 脸 crazy epic eye funny joke loopy nutty party stuck-out wacky weirdo wink yolo	apple
1F92A	🤪	滑稽	zany face	笑脸与情感	5.0	滑稽 zany face 笑脸与情感 Smileys & Emotion face-tongue 1F92A U+1F92A 大小眼 大眼 小眼 滑稽的脸 疯狂的脸 疯眼 疯脸 脸 crazy eye eyes goofy large small	apple
1F61D	😝	眯眼吐舌	squinting face with tongue	笑脸与情感	0.6	眯眼吐舌 squinting face with tongue 笑脸与情感 Smileys & Emotion face-tongue 1F61D U+1F61D 可怕 吐舌 尝 眯眼 眼睛 脸 都好 随便 closed eye eyes gross horrible omg stuck-out taste whatever yolo	apple
1F911	🤑	发财	money-mouth face	笑脸与情感	1.0	发财 money-mouth face 笑脸与情感 Smileys & Emotion face-tongue 1F911 U+1F911 拜金 脸 见钱眼开 金钱至上 钱 money mouth paid	apple
1F917	🤗	抱抱	smiling face with open hands	笑脸与情感	1.0	抱抱 smiling face with open hands 笑脸与情感 Smileys & Emotion face-hand 1F917 U+1F917 抱 拥抱 笑 脸 hug hugging	apple
1F92D	🤭	不说	face with hand over mouth	笑脸与情感	5.0	不说 face with hand over mouth 笑脸与情感 Smileys & Emotion face-hand 1F92D U+1F92D 不可说 傻笑 吃吃傻笑 哎呀 意外 捂嘴而笑 猛然发现 秘密 脸 giggle giggling oops realization secret shock sudden surprise whoops	apple
1FAE2	🫢	睁眼捂嘴	face with open eyes and hand over mouth	笑脸与情感	14.0	睁眼捂嘴 face with open eyes and hand over mouth 笑脸与情感 Smileys & Emotion face-hand 1FAE2 U+1FAE2 哇塞 哑口无言 害怕 尴尬 怀疑 惊奇 惊愕 惊讶 敬畏 震惊 amazement awe disbelief embarrass gasp omg quiet scared shock surprise	apple
1FAE3	🫣	偷看	face with peeking eye	笑脸与情感	14.0	偷看 face with peeking eye 笑脸与情感 Smileys & Emotion face-hand 1FAE3 U+1FAE3 偷窥 凝视 害怕 害羞 尴尬 迷住 captivated embarrass hide hiding peek peep scared shy stare	apple
1F92B	🤫	安静的脸	shushing face	笑脸与情感	5.0	安静的脸 shushing face 笑脸与情感 Smileys & Emotion face-hand 1F92B U+1F92B 嘘 嘘声手势的脸 安静 quiet shh shush	apple
1F914	🤔	想一想	thinking face	笑脸与情感	1.0	想一想 thinking face 笑脸与情感 Smileys & Emotion face-hand 1F914 U+1F914 思考 想 想事情 脸 chin consider hmm ponder pondering wondering	apple
1FAE1	🫡	致敬	saluting face	笑脸与情感	14.0	致敬 saluting face 笑脸与情感 Smileys & Emotion face-hand 1FAE1 U+1FAE1 军队 好 好的 收到 敬礼 是 阳光 good luck ma’am OK respect salute sir troops yes	apple
1F910	🤐	闭嘴	zipper-mouth face	笑脸与情感	1.0	闭嘴 zipper-mouth face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F910 U+1F910 住嘴 嘴 封口 秘密 脸 keep mouth quiet secret shut zip zipper	apple
1F928	🤨	挑眉	face with raised eyebrow	笑脸与情感	5.0	挑眉 face with raised eyebrow 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F928 U+1F928 不信任 不敢置信 不赞同 怀疑 氧起眉毛的脸 眉毛上挑的脸 脸 disapproval disbelief distrust emoji hmm mild skeptic skeptical skepticism surprise what	apple
1F610	😐	冷漠	neutral face	笑脸与情感	0.7	冷漠 neutral face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F610 U+1F610 无感 脸 表情空洞 面无表情 awkward blank deadpan expressionless fine jealous meh oh shade straight unamused unhappy unimpressed whatever	apple
1F611	😑	无语	expressionless face	笑脸与情感	1.0	无语 expressionless face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F611 U+1F611 没有反应 绷着脸 脸 茫然 面无表情 awkward dead fine inexpressive jealous meh not oh omg straight uh unhappy unimpressed whatever	apple
1F636	😶	沉默	face without mouth	笑脸与情感	1.0	沉默 face without mouth 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F636 U+1F636 嘴 安静 没嘴 秘密 脸 awkward blank expressionless mouthless mute quiet secret silence silent speechless	apple
1FAE5	🫥	虚线脸	dotted line face	笑脸与情感	14.0	虚线脸 dotted line face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1FAE5 U+1FAE5 内向 无所谓 沮丧 消失 隐形 隐藏 depressed disappear hidden hide introvert invisible meh whatever wtv	apple
1F636-200D-1F32B-FE0F	😶‍🌫️	迷茫	face in clouds	笑脸与情感	13.1	迷茫 face in clouds 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F636-200D-1F32B-FE0F 1F636 200D 1F32B FE0F U+1F636 U+200D U+1F32B U+FE0F absentminded fog head	apple
1F60F	😏	得意	smirking face	笑脸与情感	0.6	得意 smirking face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F60F U+1F60F 假笑 冷笑 得意的笑 脸 诡异地笑 boss dapper flirt homie kidding leer shade slick sly smirk smug snicker suave suspicious swag	apple
1F612	😒	不高兴	unamused face	笑脸与情感	0.6	不高兴 unamused face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F612 U+1F612 不屑 不服 不爽的脸 脸 郁闷 鄙视 随便啦 ... bored fine jealous jel jelly pissed smh ugh uhh unhappy weird whatever	apple
1F644	🙄	翻白眼	face with rolling eyes	笑脸与情感	1.0	翻白眼 face with rolling eyes 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F644 U+1F644 不敢苟同 无语 白眼 脸 随便啦 eyeroll shade ugh whatever	apple
1F62C	😬	龇牙咧嘴	grimacing face	笑脸与情感	1.0	龇牙咧嘴 grimacing face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F62C U+1F62C 咬牙切齿 尴尬 牙医 脸 露齿 露齿而笑 鬼脸 awk awkward dentist grimace grinning smile smiling	apple
1F62E-200D-1F4A8	😮‍💨	呼气	face exhaling	笑脸与情感	13.1	呼气 face exhaling 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F62E-200D-1F4A8 1F62E 200D 1F4A8 U+1F62E U+200D U+1F4A8 叹息 叹气 吹气 呼气的脸 唉 无奈 松一口气 疲惫 笑脸 释然 blow blowing exhale exhausted gasp groan relief sigh smiley smoke whisper whistle	apple
1F925	🤥	说谎	lying face	笑脸与情感	3.0	说谎 lying face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F925 U+1F925 匹诺曹 脸 长鼻子 长鼻子脸 liar lie pinocchio	apple
1FAE8	🫨	颤抖	shaking face	笑脸与情感	15.0	颤抖 shaking face 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1FAE8 U+1FAE8 哇 地震 天啊 惊喜 惊慌 晕头转向 疯狂 脸 震动 震惊 crazy daze earthquake omg panic shock surprise vibrate whoa wow	apple
1F642-200D-2194-FE0F	🙂‍↔️	左右摇头	head shaking horizontally	笑脸与情感	15.1	左右摇头 head shaking horizontally 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F642-200D-2194-FE0F 1F642 200D 2194 FE0F U+1F642 U+200D U+2194 U+FE0F 否定 摇头 no shake	apple
1F642-200D-2195-FE0F	🙂‍↕️	上下点头	head shaking vertically	笑脸与情感	15.1	上下点头 head shaking vertically 笑脸与情感 Smileys & Emotion face-neutral-skeptical 1F642-200D-2195-FE0F 1F642 200D 2195 FE0F U+1F642 U+200D U+2195 U+FE0F 点头，肯定 nod yes	apple
1F60C	😌	松了口气	relieved face	笑脸与情感	0.6	松了口气 relieved face 笑脸与情感 Smileys & Emotion face-sleepy 1F60C U+1F60C 如释重负 松口气 脸 蝉 calm peace relief zen	apple
1F614	😔	沉思	pensive face	笑脸与情感	0.6	沉思 pensive face 笑脸与情感 Smileys & Emotion face-sleepy 1F614 U+1F614 失落 心事重重 忧虑 脸 awful bored dejected died disappointed losing lost sad sucks	apple
1F62A	😪	困	sleepy face	笑脸与情感	0.6	困 sleepy face 笑脸与情感 Smileys & Emotion face-sleepy 1F62A U+1F62A 哭 想睡 满脸睡容 疲惫 睡觉 瞌睡 脸 crying good night sad sleep sleeping tired	apple
1F924	🤤	流口水	drooling face	笑脸与情感	3.0	流口水 drooling face 笑脸与情感 Smileys & Emotion face-sleepy 1F924 U+1F924 口水 垂涎 垂涎三尺 流口水的脸 脸	apple
1F634	😴	睡着了	sleeping face	笑脸与情感	1.0	睡着了 sleeping face 笑脸与情感 Smileys & Emotion face-sleepy 1F634 U+1F634 呼噜 小睡 想睡 打呼 晚安 睡容 睡觉 累 累了 脸 bed bedtime good goodnight nap night sleep tired whatever yawn zzz	apple
1FAE9	🫩	有眼袋	face with bags under eyes	笑脸与情感	16.0	有眼袋 face with bags under eyes 笑脸与情感 Smileys & Emotion face-sleepy 1FAE9 U+1FAE9 厌倦 困倦 晚睡 熬夜 疲倦 疲劳 疲惫 眼 眼袋 脸 bored exhausted fatigued late sleepy tired weary	apple
1F637	😷	感冒	face with medical mask	笑脸与情感	0.6	感冒 face with medical mask 笑脸与情感 Smileys & Emotion face-unwell 1F637 U+1F637 医生 口罩 戴口罩 戴口罩的脸 生病 病菌 脸 cold dentist dermatologist doctor dr germs medicine sick	apple
1F912	🤒	发烧	face with thermometer	笑脸与情感	1.0	发烧 face with thermometer 笑脸与情感 Smileys & Emotion face-unwell 1F912 U+1F912 体温计 咬着体温计的脸 温度计 生病 脸 量体温 ill sick	apple
1F915	🤕	受伤	face with head-bandage	笑脸与情感	1.0	受伤 face with head-bandage 笑脸与情感 Smileys & Emotion face-unwell 1F915 U+1F915 头绑绷带 打绷带 脸 bandage hurt injury ouch	apple
1F922	🤢	恶心	nauseated face	笑脸与情感	3.0	恶心 nauseated face 笑脸与情感 Smileys & Emotion face-unwell 1F922 U+1F922 吐 呕 恶心作呕的脸 脸 脸绿了 gross nasty sick vomit	apple
1F92E	🤮	呕吐	face vomiting	笑脸与情感	5.0	呕吐 face vomiting 笑脸与情感 Smileys & Emotion face-unwell 1F92E U+1F92E 不舒服 吐 呕吐的脸 生病 病容 病恹恹 脸 barf ew gross puke sick spew throw up vomit	apple
1F927	🤧	打喷嚏	sneezing face	笑脸与情感	3.0	打喷嚏 sneezing face 笑脸与情感 Smileys & Emotion face-unwell 1F927 U+1F927 喷嚏 打喷嚏的脸 生病 脸 鼻涕 fever flu gesundheit sick sneeze	apple
1F975	🥵	脸发烧	hot face	笑脸与情感	11.0	脸发烧 hot face 笑脸与情感 Smileys & Emotion face-unwell 1F975 U+1F975 中暑 冒汗 出汗 发烧 发热 吐舌 心狂跳 热 脸红 dying feverish heat panting red-faced stroke sweating tongue	apple
1F976	🥶	冷脸	cold face	笑脸与情感	11.0	冷脸 cold face 笑脸与情感 Smileys & Emotion face-unwell 1F976 U+1F976 冰柱 冷 冷冰冰 冻 冻僵 满面寒霜 脸 脸色发青 蓝色 零下 blue blue-faced freezing frostbite icicles subzero teeth	apple
1F974	🥴	头昏眼花	woozy face	笑脸与情感	11.0	头昏眼花 woozy face 笑脸与情感 Smileys & Emotion face-unwell 1F974 U+1F974 两眼不平 喝醉 嘴唇颤抖 头晕目眩 头晕眼花 微醉 微醺 波浪嘴形 眩晕的脸 眼花 醉醺醺 dizzy drunk eyes intoxicated mouth tipsy uneven wavy	apple
1F635	😵	晕头转向	face with crossed-out eyes	笑脸与情感	0.6	晕头转向 face with crossed-out eyes 笑脸与情感 Smileys & Emotion face-unwell 1F635 U+1F635 头晕 头晕眼花 晕头 晕头的脸 脸 dead dizzy feels knocked out sick tired	apple
1F635-200D-1F4AB	😵‍💫	晕	face with spiral eyes	笑脸与情感	13.1	晕 face with spiral eyes 笑脸与情感 Smileys & Emotion face-unwell 1F635-200D-1F4AB 1F635 200D 1F4AB U+1F635 U+200D U+1F4AB 哇 哎呀 头晕 笑脸 迷糊 confused dizzy hypnotized omg smiley trouble whoa woah woozy	apple
1F92F	🤯	爆炸头	exploding head	笑脸与情感	5.0	爆炸头 exploding head 笑脸与情感 Smileys & Emotion face-unwell 1F92F U+1F92F 不可能 印象深刻 吓到了 惊吓 震惊 blown explode mind mindblown no shocked way	apple
1F920	🤠	牛仔帽脸	cowboy hat face	笑脸与情感	3.0	牛仔帽脸 cowboy hat face 笑脸与情感 Smileys & Emotion face-hat 1F920 U+1F920 帽 牛仔 脸 cowgirl	apple
1F973	🥳	聚会笑脸	partying face	笑脸与情感	11.0	聚会笑脸 partying face 笑脸与情感 Smileys & Emotion face-hat 1F973 U+1F973 号角 喝彩 帽子 庆祝 派对 狂欢的脸 生日 聚会 脸 节日快乐 bday birthday celebrate celebration excited happy hat hooray horn party	apple
1F978	🥸	伪装的脸	disguised face	笑脸与情感	13.0	伪装的脸 disguised face 笑脸与情感 Smileys & Emotion face-hat 1F978 U+1F978 人物 伪装 眉毛 眼镜 胡子 脸 间谍 隐瞒身份 鼻子 disguise eyebrow glasses incognito moustache mustache nose person spy tache tash	apple
1F60E	😎	墨镜笑脸	smiling face with sunglasses	笑脸与情感	1.0	墨镜笑脸 smiling face with sunglasses 笑脸与情感 Smileys & Emotion face-glasses 1F60E U+1F60E 太阳镜 眼镜 耶 脸 酷 墨镜 awesome beach bright bro chilling cool rad relaxed shades slay smile style swag win	apple
1F913	🤓	书呆子脸	nerd face	笑脸与情感	1.0	书呆子脸 nerd face 笑脸与情感 Smileys & Emotion face-glasses 1F913 U+1F913 专家 书呆子 天才 奇葩 宅男 极客 眼镜 眼镜笑脸 聪明 脸 brainy clever expert geek gifted glasses intelligent smart	apple
1F9D0	🧐	带单片眼镜的脸	face with monocle	笑脸与情感	5.0	带单片眼镜的脸 face with monocle 笑脸与情感 Smileys & Emotion face-glasses 1F9D0 U+1F9D0 单眼镜 古板 奢华 富有 戴单眼镜的脸 classy fancy rich stuffy wealthy	apple
1F615	😕	困扰	confused face	笑脸与情感	1.0	困扰 confused face 笑脸与情感 Smileys & Emotion face-concerned 1F615 U+1F615 不懂 不确定 困惑 疑惑 脸 befuddled confusing dunno frown hm meh not sad sorry sure	apple
1FAE4	🫤	郁闷	face with diagonal mouth	笑脸与情感	14.0	郁闷 face with diagonal mouth 笑脸与情感 Smileys & Emotion face-concerned 1FAE4 U+1FAE4 不相信 不确定 困惑 失望 怀疑 无所谓 无聊 沮丧 疑惑 迷惘 confused confusion disappointed doubt doubtful frustrated frustration meh skeptical unsure whatever wtv	apple
1F61F	😟	担心	worried face	笑脸与情感	1.0	担心 worried face 笑脸与情感 Smileys & Emotion face-concerned 1F61F U+1F61F 不高兴 伤心 忧心的脸 意外 担忧 焦虑 紧张 脸 anxious butterflies nerves nervous sad stress stressed surprised worry	apple
1F641	🙁	微微不满	slightly frowning face	笑脸与情感	1.0	微微不满 slightly frowning face 笑脸与情感 Smileys & Emotion face-concerned 1F641 U+1F641 不开心 不高兴 不高兴的脸 委屈 小委屈 心情不好 脸 frown sad	apple
2639-FE0F	☹️	不满	frowning face	笑脸与情感	0.7	不满 frowning face 笑脸与情感 Smileys & Emotion face-concerned 2639-FE0F 2639 FE0F U+2639 U+FE0F 不爽 不高兴 委屈 皱眉 皱眉的脸 脸 frown sad	apple
1F62E	😮	吃惊	face with open mouth	笑脸与情感	1.0	吃惊 face with open mouth 笑脸与情感 Smileys & Emotion face-concerned 1F62E U+1F62E 同情 啊 忘记 我不信 我的天 脸 believe forgot omg shocked surprised sympathy unbelievable unreal whoa wow you	apple
1F62F	😯	缄默	hushed face	笑脸与情感	1.0	缄默 hushed face 笑脸与情感 Smileys & Emotion face-concerned 1F62F U+1F62F 吃惊 哦 我的天 脸 静而无语 epic omg stunned surprised whoa woah	apple
1F632	😲	震惊	astonished face	笑脸与情感	0.6	震惊 astonished face 笑脸与情感 Smileys & Emotion face-concerned 1F632 U+1F632 不可以 惊 惊讶 惊讶的脸 没可能 绝不 脸 cost no omg shocked totally way	apple
1F633	😳	脸红	flushed face	笑脸与情感	0.6	脸红 flushed face 笑脸与情感 Smileys & Emotion face-concerned 1F633 U+1F633 困惑 天呀 害羞 羞涩 脸 茫然 迷茫 难以置信 amazed awkward crazy dazed dead disbelief embarrassed geez heat hot impressed jeez what wow	apple
1FAEA	🫪	变形的脸	distorted face	笑脸与情感	17.0	变形的脸 distorted face 笑脸与情感 Smileys & Emotion face-concerned 1FAEA U+1FAEA 惊喜 惊恐 惊慌 焦虑 脆弱 膨胀 震惊 anxiety bloated panic shocked surprised vulnerable	apple
1F97A	🥺	恳求的脸	pleading face	笑脸与情感	11.0	恳求的脸 pleading face 笑脸与情感 Smileys & Emotion face-concerned 1F97A U+1F97A 可怜兮兮的眼神 大眼睛 小狗的脸 怜悯 祈求 祈求的脸 脸 请求 begging big eyes mercy not please pretty puppy sad why	apple
1F979	🥹	忍住泪水	face holding back tears	笑脸与情感	14.0	忍住泪水 face holding back tears 笑脸与情感 Smileys & Emotion face-concerned 1F979 U+1F979 哭泣 喜极而泣 尴尬 悲伤 情绪 感激 感谢 抗拒 拜托 生气 自豪 admiration aww cry embarrassed feelings grateful gratitude joy please proud resist sad	apple
1F626	😦	啊	frowning face with open mouth	笑脸与情感	1.0	啊 frowning face with open mouth 笑脸与情感 Smileys & Emotion face-concerned 1F626 U+1F626 惊讶 意外 目瞪口呆 脸 caught frown guard scared scary surprise what wow	apple
1F627	😧	极度痛苦	anguished face	笑脸与情感	1.0	极度痛苦 anguished face 笑脸与情感 Smileys & Emotion face-concerned 1F627 U+1F627 痛 痛啊 痛苦 脸 难受 forgot scared scary stressed surprise unhappy what wow	apple
1F628	😨	害怕	fearful face	笑脸与情感	0.6	害怕 fearful face 笑脸与情感 Smileys & Emotion face-concerned 1F628 U+1F628 不安 怕 恐怖 恐惧 脸 afraid anxious blame fear scared worried	apple
1F630	😰	冷汗	anxious face with sweat	笑脸与情感	0.6	冷汗 anxious face with sweat 笑脸与情感 Smileys & Emotion face-concerned 1F630 U+1F630 张嘴冒冷汗的脸 惊讶 无语 汗 焦虑 紧张 脸 blue cold eek mouth nervous open rushed scared yikes	apple
1F625	😥	失望但如释重负	sad but relieved face	笑脸与情感	0.6	失望但如释重负 sad but relieved face 笑脸与情感 Smileys & Emotion face-concerned 1F625 U+1F625 下次吧 出冷汗 失望 失望但解脱 如释重负 脸 anxious call close complicated disappointed not sweat time whew	apple
1F622	😢	哭	crying face	笑脸与情感	0.6	哭 crying face 笑脸与情感 Smileys & Emotion face-concerned 1F622 U+1F622 伤心 哀伤 哭脸 泪 脸 awful cry feels miss sad tear triste unhappy	apple
1F62D	😭	放声大哭	loudly crying face	笑脸与情感	0.6	放声大哭 loudly crying face 笑脸与情感 Smileys & Emotion face-concerned 1F62D U+1F62D 哭 大哭 放声大哭的脸 泪 痛哭 脸 bawling cry sad sob tear tears unhappy	apple
1F631	😱	吓死了	face screaming in fear	笑脸与情感	0.6	吓死了 face screaming in fear 笑脸与情感 Smileys & Emotion face-concerned 1F631 U+1F631 吓死 害怕 尖叫 恐怖 惊吓大叫的脸 脸 epic fearful munch scared scream screamer shocked surprised woah	apple
1F616	😖	困惑	confounded face	笑脸与情感	0.6	困惑 confounded face 笑脸与情感 Smileys & Emotion face-concerned 1F616 U+1F616 困惑的脸 焦头烂额 纠结 脸 annoyed confused cringe distraught feels frustrated mad sad	apple
1F623	😣	痛苦	persevering face	笑脸与情感	0.6	痛苦 persevering face 笑脸与情感 Smileys & Emotion face-concerned 1F623 U+1F623 专注 入定 头痛 忍耐 脸 难受 concentrate concentration focus headache persevere	apple
1F61E	😞	失望	disappointed face	笑脸与情感	0.6	失望 disappointed face 笑脸与情感 Smileys & Emotion face-concerned 1F61E U+1F61E 不高兴 失望的脸 脸 难过 awful blame dejected fail losing sad unhappy	apple
1F613	😓	汗	downcast face with sweat	笑脸与情感	0.6	汗 downcast face with sweat 笑脸与情感 Smileys & Emotion face-concerned 1F613 U+1F613 冒冷汗 冒汗 冷 尴尬 担心 脸 close cold feels headache nervous sad scared yikes	apple
1F629	😩	累死了	weary face	笑脸与情感	0.6	累死了 weary face 笑脸与情感 Smileys & Emotion face-concerned 1F629 U+1F629 疲倦 疲劳 疲惫 累 脸 crying fail feels hungry mad nooo sad sleepy tired unhappy	apple
1F62B	😫	累	tired face	笑脸与情感	0.6	累 tired face 笑脸与情感 Smileys & Emotion face-concerned 1F62B U+1F62B 倦容 疲倦 疲劳 疲惫 脸 cost feels nap sad sneeze	apple
